ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,ZIM_LANG,ZIM_CODE,ARA_LANG,ARA_CODE,PST_LANG,PST_CODE,WHG,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
2023-12-31,Z31122023,Albisrieden,R00091,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Affoltern,R00111,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,9.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,111
2023-12-31,Z31122023,Schwamendingen-Mitte,R00122,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,22.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,122
2023-12-31,Z31122023,Seebach,R00119,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,163.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,119
2023-12-31,Z31122023,Albisrieden,R00091,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,142.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Escher Wyss,R00052,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,52
2023-12-31,Z31122023,Witikon,R00074,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Escher Wyss,R00052,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,54.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,52
2023-12-31,Z31122023,Weinegg,R00083,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,83
2023-12-31,Z31122023,Seebach,R00119,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,60.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,119
2023-12-31,Z31122023,Leimbach,R00023,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,16.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,23
2023-12-31,Z31122023,Friesenberg,R00033,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,5.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,33
2023-12-31,Z31122023,Witikon,R00074,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Gewerbeschule,R00051,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,51
2023-12-31,Z31122023,Seefeld,R00081,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,2.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Weinegg,R00083,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,83
2023-12-31,Z31122023,Hirslanden,R00073,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,15.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Mühlebach,R00082,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,82
2023-12-31,Z31122023,Unterstrass,R00061,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,41.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Seefeld,R00081,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,2.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Fluntern,R00071,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,38.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,71
2023-12-31,Z31122023,Hottingen,R00072,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Unterstrass,R00061,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,94.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Seebach,R00119,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,217.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,119
2023-12-31,Z31122023,Hirzenbach,R00123,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,41.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,123
2023-12-31,Z31122023,Schwamendingen-Mitte,R00122,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,73.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,122
2023-12-31,Z31122023,Altstetten,R00092,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,112.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,92
2023-12-31,Z31122023,Mühlebach,R00082,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,82
2023-12-31,Z31122023,Unterstrass,R00061,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Fluntern,R00071,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,71
2023-12-31,Z31122023,Saatlen,R00121,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,26.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,121
2023-12-31,Z31122023,Seebach,R00119,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,20.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,119
2023-12-31,Z31122023,Oerlikon,R00115,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,2.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Albisrieden,R00091,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,87.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Witikon,R00074,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,23.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Hirslanden,R00073,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,18.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Weinegg,R00083,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,18.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,83
2023-12-31,Z31122023,Hard,R00044,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,2.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,44
2023-12-31,Z31122023,Hirzenbach,R00123,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,67.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,123
2023-12-31,Z31122023,Hottingen,R00072,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,5.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Hottingen,R00072,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Mühlebach,R00082,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,82
2023-12-31,Z31122023,Hirzenbach,R00123,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,83.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,123
2023-12-31,Z31122023,Enge,R00024,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,26.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,24
2023-12-31,Z31122023,Oerlikon,R00115,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,150.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Hirzenbach,R00123,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,2.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,123
2023-12-31,Z31122023,Gewerbeschule,R00051,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,3.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,51
2023-12-31,Z31122023,Albisrieden,R00091,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,230.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Alt-Wiedikon,R00031,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,158.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,31
2023-12-31,Z31122023,Wollishofen,R00021,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,38.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,21
2023-12-31,Z31122023,Oerlikon,R00115,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,25.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Hirslanden,R00073,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Unterstrass,R00061,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,9.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Oerlikon,R00115,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,17.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Oerlikon,R00115,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,380.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Oberstrass,R00063,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Saatlen,R00121,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,14.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,121
2023-12-31,Z31122023,Sihlfeld,R00034,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,34
2023-12-31,Z31122023,Werd,R00041,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,2.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,41
2023-12-31,Z31122023,Seefeld,R00081,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Oerlikon,R00115,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,14.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Friesenberg,R00033,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,33
2023-12-31,Z31122023,Wollishofen,R00021,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,107.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,21
2023-12-31,Z31122023,Hirslanden,R00073,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Hottingen,R00072,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,5.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Werd,R00041,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,20.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,41
2023-12-31,Z31122023,Hard,R00044,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,67.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,44
2023-12-31,Z31122023,Hirslanden,R00073,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Höngg,R00101,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,28.0,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,101
2023-12-31,Z31122023,Alt-Wiedikon,R00031,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,374.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,31
2023-12-31,Z31122023,Werd,R00041,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,41
2023-12-31,Z31122023,Witikon,R00074,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,73.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Unterstrass,R00061,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,99.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Wollishofen,R00021,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,138.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,21
2023-12-31,Z31122023,Werd,R00041,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,41
2023-12-31,Z31122023,Hirslanden,R00073,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,23.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Fluntern,R00071,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,7.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,71
2023-12-31,Z31122023,Affoltern,R00111,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,10.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,111
2023-12-31,Z31122023,Höngg,R00101,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,7.0,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,101
2023-12-31,Z31122023,Altstetten,R00092,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,66.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,92
2023-12-31,Z31122023,Gewerbeschule,R00051,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,51
2023-12-31,Z31122023,Oberstrass,R00063,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Alt-Wiedikon,R00031,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,125.0,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,31
2023-12-31,Z31122023,Seefeld,R00081,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,20.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Oberstrass,R00063,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,13.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Wipkingen,R00102,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,10.0,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,102
2023-12-31,Z31122023,Gewerbeschule,R00051,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,7.0,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,51
2023-12-31,Z31122023,Oberstrass,R00063,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,33.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Witikon,R00074,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,22.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Fluntern,R00071,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,3.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,71
2023-12-31,Z31122023,Saatlen,R00121,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,121
2023-12-31,Z31122023,Hottingen,R00072,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,10.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Altstetten,R00092,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,175.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,92
2023-12-31,Z31122023,Saatlen,R00121,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2023-12-31,2023-12-31,2023,121
2023-12-31,Z31122023,Wipkingen,R00102,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,17.0,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,102
2023-12-31,Z31122023,Leimbach,R00023,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,12.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,23
2023-12-31,Z31122023,Enge,R00024,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,24.0,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,24
2023-12-31,Z31122023,Oerlikon,R00115,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,85.0,Kreis 11 (ab 1970),R01800,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Hottingen,R00072,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Albisrieden,R00091,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,90.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Witikon,R00074,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,115.0,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Albisrieden,R00091,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,17.0,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Seefeld,R00081,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,11.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Oberstrass,R00063,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,23.0,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Mühlebach,R00082,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,82
