ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,ZIM_LANG,ZIM_CODE,ARA_LANG,ARA_CODE,PST_LANG,PST_CODE,WHG,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
2016-12-31,Z31122016,Seebach,R00119,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,119
2016-12-31,Z31122016,Fluntern,R00071,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,21.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,71
2016-12-31,Z31122016,Affoltern,R00111,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,11.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,111
2016-12-31,Z31122016,Altstetten,R00092,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,10.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,92
2016-12-31,Z31122016,Hottingen,R00072,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,72
2016-12-31,Z31122016,Escher Wyss,R00052,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,27.0,Kreis 5 (ab 1915),R00800,2016-12-31,2016-12-31,2016,52
2016-12-31,Z31122016,Hard,R00044,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Langstrasse,R00042,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,32.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,42
2016-12-31,Z31122016,Seefeld,R00081,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,22.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,81
2016-12-31,Z31122016,Oerlikon,R00115,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,115
2016-12-31,Z31122016,Rathaus,R00011,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 1 (Stadtgebiet vor 1893),R10000,2016-12-31,2016-12-31,2016,11
2016-12-31,Z31122016,Friesenberg,R00033,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,33
2016-12-31,Z31122016,Gewerbeschule,R00051,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 5 (ab 1915),R00800,2016-12-31,2016-12-31,2016,51
2016-12-31,Z31122016,Fluntern,R00071,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,2.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,71
2016-12-31,Z31122016,Affoltern,R00111,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,4.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,111
2016-12-31,Z31122016,Altstetten,R00092,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,62.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,92
2016-12-31,Z31122016,Gewerbeschule,R00051,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,15.0,Kreis 5 (ab 1915),R00800,2016-12-31,2016-12-31,2016,51
2016-12-31,Z31122016,Enge,R00024,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,24
2016-12-31,Z31122016,Oerlikon,R00115,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,28.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,115
2016-12-31,Z31122016,Seefeld,R00081,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,81
2016-12-31,Z31122016,Lindenhof,R00013,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 1 (Stadtgebiet vor 1893),R10000,2016-12-31,2016-12-31,2016,13
2016-12-31,Z31122016,Enge,R00024,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,2.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,24
2016-12-31,Z31122016,Oerlikon,R00115,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,3.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,115
2016-12-31,Z31122016,Hard,R00044,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,15.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Witikon,R00074,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,4.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,74
2016-12-31,Z31122016,Altstetten,R00092,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,92
2016-12-31,Z31122016,Wipkingen,R00102,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 10 (ab 1934),R01500,2016-12-31,2016-12-31,2016,102
2016-12-31,Z31122016,Seebach,R00119,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,60.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,119
2016-12-31,Z31122016,Fluntern,R00071,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,71
2016-12-31,Z31122016,Seefeld,R00081,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,2.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,81
2016-12-31,Z31122016,Saatlen,R00121,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,38.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Hottingen,R00072,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,6.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,72
2016-12-31,Z31122016,Seebach,R00119,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,46.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,119
2016-12-31,Z31122016,Saatlen,R00121,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,2.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Lindenhof,R00013,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 1 (Stadtgebiet vor 1893),R10000,2016-12-31,2016-12-31,2016,13
2016-12-31,Z31122016,Oerlikon,R00115,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,66.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,115
2016-12-31,Z31122016,Altstetten,R00092,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,1.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,92
2016-12-31,Z31122016,Sihlfeld,R00034,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,14.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,34
2016-12-31,Z31122016,Sihlfeld,R00034,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,24.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,34
2016-12-31,Z31122016,Hard,R00044,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,37.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Höngg,R00101,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,6.0,Kreis 10 (ab 1934),R01500,2016-12-31,2016-12-31,2016,101
2016-12-31,Z31122016,Albisrieden,R00091,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,1.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,91
2016-12-31,Z31122016,Hard,R00044,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Enge,R00024,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,2.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,24
2016-12-31,Z31122016,Hard,R00044,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Saatlen,R00121,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,6.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Saatlen,R00121,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Affoltern,R00111,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,89.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,111
2016-12-31,Z31122016,Fluntern,R00071,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,71
2016-12-31,Z31122016,Friesenberg,R00033,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,9.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,33
2016-12-31,Z31122016,Hard,R00044,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,10.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Hirslanden,R00073,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,2.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,73
2016-12-31,Z31122016,Alt-Wiedikon,R00031,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,33.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,31
2016-12-31,Z31122016,Hard,R00044,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,13.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Mühlebach,R00082,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,29.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,82
2016-12-31,Z31122016,Fluntern,R00071,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,9.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,71
2016-12-31,Z31122016,Hard,R00044,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,44
2016-12-31,Z31122016,Weinegg,R00083,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,83
2016-12-31,Z31122016,Gewerbeschule,R00051,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 5 (ab 1915),R00800,2016-12-31,2016-12-31,2016,51
2016-12-31,Z31122016,Alt-Wiedikon,R00031,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,13.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,31
2016-12-31,Z31122016,Oberstrass,R00063,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 6 (ab 1934),R01200,2016-12-31,2016-12-31,2016,63
2016-12-31,Z31122016,Wollishofen,R00021,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,164.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,21
2016-12-31,Z31122016,Witikon,R00074,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,46.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,74
2016-12-31,Z31122016,Altstetten,R00092,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,46.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,92
2016-12-31,Z31122016,Leimbach,R00023,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,23
2016-12-31,Z31122016,Affoltern,R00111,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,3.0,Kreis 11 (ab 1970),R01800,2016-12-31,2016-12-31,2016,111
2016-12-31,Z31122016,Wipkingen,R00102,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,23.0,Kreis 10 (ab 1934),R01500,2016-12-31,2016-12-31,2016,102
2016-12-31,Z31122016,Oberstrass,R00063,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,11.0,Kreis 6 (ab 1934),R01200,2016-12-31,2016-12-31,2016,63
2016-12-31,Z31122016,Hochschulen,R00012,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 1 (Stadtgebiet vor 1893),R10000,2016-12-31,2016-12-31,2016,12
2016-12-31,Z31122016,Saatlen,R00121,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,27.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Hirzenbach,R00123,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,102.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,123
2016-12-31,Z31122016,Oberstrass,R00063,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 6 (ab 1934),R01200,2016-12-31,2016-12-31,2016,63
2016-12-31,Z31122016,Mühlebach,R00082,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,10.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,82
2016-12-31,Z31122016,Oberstrass,R00063,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,15.0,Kreis 6 (ab 1934),R01200,2016-12-31,2016-12-31,2016,63
2016-12-31,Z31122016,Saatlen,R00121,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,0.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,121
2016-12-31,Z31122016,Albisrieden,R00091,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,71.0,Kreis 9 (ab 1934),R01400,2016-12-31,2016-12-31,2016,91
2016-12-31,Z31122016,Oberstrass,R00063,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,4.0,Kreis 6 (ab 1934),R01200,2016-12-31,2016-12-31,2016,63
2016-12-31,Z31122016,Hirslanden,R00073,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,73
2016-12-31,Z31122016,Seefeld,R00081,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,4.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,81
2016-12-31,Z31122016,Langstrasse,R00042,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,51.0,Kreis 4 (ab 1915),R00700,2016-12-31,2016-12-31,2016,42
2016-12-31,Z31122016,Höngg,R00101,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,16.0,Kreis 10 (ab 1934),R01500,2016-12-31,2016-12-31,2016,101
2016-12-31,Z31122016,Wollishofen,R00021,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,8.0,Kreis 2 (ab 1893),R00200,2016-12-31,2016-12-31,2016,21
2016-12-31,Z31122016,Mühlebach,R00082,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 8 (ab 1915),R01100,2016-12-31,2016-12-31,2016,82
2016-12-31,Z31122016,Schwamendingen-Mitte,R00122,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,122
2016-12-31,Z31122016,Friesenberg,R00033,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,Baubegonnen,PST0006,1.0,Kreis 3 (ab 1915),R00600,2016-12-31,2016-12-31,2016,33
2016-12-31,Z31122016,Witikon,R00074,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,0.0,Kreis 7 (ab 1934),R01300,2016-12-31,2016-12-31,2016,74
2016-12-31,Z31122016,Schwamendingen-Mitte,R00122,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,10.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2016-12-31,2016-12-31,2016,122
2015-12-31,Z31122015,Altstetten,R00092,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 9 (ab 1934),R01400,2015-12-31,2015-12-31,2015,92
2015-12-31,Z31122015,Rathaus,R00011,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,1.0,Kreis 1 (Stadtgebiet vor 1893),R10000,2015-12-31,2015-12-31,2015,11
2015-12-31,Z31122015,Altstetten,R00092,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,10.0,Kreis 9 (ab 1934),R01400,2015-12-31,2015-12-31,2015,92
2015-12-31,Z31122015,Wipkingen,R00102,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,67.0,Kreis 10 (ab 1934),R01500,2015-12-31,2015-12-31,2015,102
2015-12-31,Z31122015,Wollishofen,R00021,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,Baubegonnen,PST0006,53.0,Kreis 2 (ab 1893),R00200,2015-12-31,2015-12-31,2015,21
2015-12-31,Z31122015,Gewerbeschule,R00051,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 5 (ab 1915),R00800,2015-12-31,2015-12-31,2015,51
2015-12-31,Z31122015,Schwamendingen-Mitte,R00122,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,Baubegonnen,PST0006,47.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2015-12-31,2015-12-31,2015,122
2015-12-31,Z31122015,Hottingen,R00072,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,1.0,Kreis 7 (ab 1934),R01300,2015-12-31,2015-12-31,2015,72
2015-12-31,Z31122015,Alt-Wiedikon,R00031,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,6.0,Kreis 3 (ab 1915),R00600,2015-12-31,2015-12-31,2015,31
2015-12-31,Z31122015,Oerlikon,R00115,6- und mehr-Zimmer Wohnung,ZIM0060,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,1.0,Kreis 11 (ab 1970),R01800,2015-12-31,2015-12-31,2015,115
2015-12-31,Z31122015,Weinegg,R00083,"5- und 5,5-Zimmer Wohnung",ZIM0005,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,7.0,Kreis 8 (ab 1915),R01100,2015-12-31,2015-12-31,2015,83
2015-12-31,Z31122015,Friesenberg,R00033,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,Baubegonnen,PST0006,61.0,Kreis 3 (ab 1915),R00600,2015-12-31,2015-12-31,2015,33
2015-12-31,Z31122015,Hirslanden,R00073,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,3.0,Kreis 7 (ab 1934),R01300,2015-12-31,2015-12-31,2015,73
2015-12-31,Z31122015,Sihlfeld,R00034,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,93.0,Kreis 3 (ab 1915),R00600,2015-12-31,2015-12-31,2015,34
2015-12-31,Z31122015,Hirslanden,R00073,"3- und 3,5-Zimmer Wohnung",ZIM0003,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,4.0,Kreis 7 (ab 1934),R01300,2015-12-31,2015-12-31,2015,73
2015-12-31,Z31122015,Langstrasse,R00042,"4- und 4,5-Zimmer Wohnung",ZIM0004,Neubau,ARA2001,Baubegonnen,PST0006,14.0,Kreis 4 (ab 1915),R00700,2015-12-31,2015-12-31,2015,42
2015-12-31,Z31122015,Leimbach,R00023,"2- und 2,5-Zimmer Wohnung",ZIM0002,Neubau,ARA2001,"Bewilligt harmonisiert (Bewillgt, Freigegeben, Sistiert)",PST0101,0.0,Kreis 2 (ab 1893),R00200,2015-12-31,2015-12-31,2015,23
2015-12-31,Z31122015,Schwamendingen-Mitte,R00122,"1- und 1,5-Zimmer Wohnung",ZIM0001,Neubau,ARA2001,Baubegonnen,PST0006,0.0,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2015-12-31,2015-12-31,2015,122
