ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,BEW,Datenstatus,QUARTIEREZH_LANG,QUARTIEREZH_CODE,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
2023-12-31,Z31122023,Zähringerstrasse,R3Z001,595.0,Provisorisch,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,1
2023-12-31,Z31122023,Prediger,R3Z002,1045.0,Provisorisch,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,2
2023-12-31,Z31122023,Grossmünster,R3Z003,956.0,Provisorisch,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,3
2023-12-31,Z31122023,Oberdorf,R3Z004,747.0,Provisorisch,Rathaus,R00011,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,4
2023-12-31,Z31122023,Central,R3Z005,347.0,Provisorisch,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,5
2023-12-31,Z31122023,ETH / Universität,R3Z006,81.0,Provisorisch,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,6
2023-12-31,Z31122023,Bellevue,R3Z007,267.0,Provisorisch,Hochschulen,R00012,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,7
2023-12-31,Z31122023,Schipfe,R3Z009,505.0,Provisorisch,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,9
2023-12-31,Z31122023,Münsterhof,R3Z010,491.0,Provisorisch,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,10
2023-12-31,Z31122023,Stadthaus,R3Z011,50.0,Provisorisch,Lindenhof,R00013,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,11
2023-12-31,Z31122023,Bahnhofplatz,R3Z012,38.0,Provisorisch,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,12
2023-12-31,Z31122023,Sihlporte,R3Z013,109.0,Provisorisch,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,13
2023-12-31,Z31122023,Selnaustrasse,R3Z014,617.0,Provisorisch,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,14
2023-12-31,Z31122023,Paradeplatz,R3Z015,42.0,Provisorisch,City,R00014,Kreis 1 (Stadtgebiet vor 1893),R10000,2023-12-31,2023-12-31,2023,15
2023-12-31,Z31122023,Bahnhof Wollishofen,R3Z016,536.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,16
2023-12-31,Z31122023,Bellariastrasse,R3Z017,3633.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,17
2023-12-31,Z31122023,Muggenbühl,R3Z018,1940.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,18
2023-12-31,Z31122023,Morgental,R3Z019,1405.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,19
2023-12-31,Z31122023,Manegg,R3Z020,3004.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,20
2023-12-31,Z31122023,Waschanstalt,R3Z021,226.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,21
2023-12-31,Z31122023,Auf der Egg,R3Z022,1321.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,22
2023-12-31,Z31122023,Kalchbühl,R3Z023,2984.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,23
2023-12-31,Z31122023,Entlisberg,R3Z024,4086.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,24
2023-12-31,Z31122023,Verenastrasse,R3Z025,1214.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,25
2023-12-31,Z31122023,Seeblickstrasse,R3Z026,832.0,Provisorisch,Wollishofen,R00021,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,26
2023-12-31,Z31122023,Höckler,R3Z028,2040.0,Provisorisch,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,28
2023-12-31,Z31122023,Marbachweg,R3Z029,1736.0,Provisorisch,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,29
2023-12-31,Z31122023,Sihlweidstrasse,R3Z030,2647.0,Provisorisch,Leimbach,R00023,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,30
2023-12-31,Z31122023,Parkring,R3Z031,1345.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,31
2023-12-31,Z31122023,Kongresshaus,R3Z032,988.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,32
2023-12-31,Z31122023,Belvoir-Park,R3Z033,1209.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,33
2023-12-31,Z31122023,Museum Rietberg,R3Z034,3388.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,34
2023-12-31,Z31122023,Rieterplatz,R3Z035,2673.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,35
2023-12-31,Z31122023,Gartenstrasse,R3Z036,432.0,Provisorisch,Enge,R00024,Kreis 2 (ab 1893),R00200,2023-12-31,2023-12-31,2023,36
2023-12-31,Z31122023,Höfliweg,R3Z038,4512.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,38
2023-12-31,Z31122023,Goldbrunnenplatz,R3Z039,2458.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,39
2023-12-31,Z31122023,Gotthelfstrasse,R3Z040,1947.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,40
2023-12-31,Z31122023,Manesseplatz,R3Z041,3335.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,41
2023-12-31,Z31122023,Binz,R3Z042,2445.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,42
2023-12-31,Z31122023,Saalsporthalle,R3Z043,3418.0,Provisorisch,Alt-Wiedikon,R00031,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,43
2023-12-31,Z31122023,Heuried,R3Z044,1288.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,44
2023-12-31,Z31122023,Gehrenholz,R3Z045,2492.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,45
2023-12-31,Z31122023,Uetliberg,R3Z046,2140.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,46
2023-12-31,Z31122023,Strassenverkehrsamt,R3Z047,1485.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,47
2023-12-31,Z31122023,Albisgüetli,R3Z048,1558.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,48
2023-12-31,Z31122023,Triemli,R3Z049,2119.0,Provisorisch,Friesenberg,R00033,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,49
2023-12-31,Z31122023,Schaufelbergerstrasse,R3Z050,3314.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,50
2023-12-31,Z31122023,Friedhof Sihlfeld,R3Z051,1678.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,51
2023-12-31,Z31122023,Brahmsstrasse,R3Z052,3150.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,52
2023-12-31,Z31122023,Fritschistrasse,R3Z053,2785.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,53
2023-12-31,Z31122023,Idaplatz,R3Z054,3500.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,54
2023-12-31,Z31122023,Zwinglihaus,R3Z055,3248.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,55
2023-12-31,Z31122023,Bahnhof Wiedikon,R3Z056,2257.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,56
2023-12-31,Z31122023,Sihlhölzli,R3Z057,1821.0,Provisorisch,Sihlfeld,R00034,Kreis 3 (ab 1915),R00600,2023-12-31,2023-12-31,2023,57
2023-12-31,Z31122023,Kalkbreite,R3Z058,2083.0,Provisorisch,Werd,R00041,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,58
2023-12-31,Z31122023,Werdplatz,R3Z059,972.0,Provisorisch,Werd,R00041,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,59
2023-12-31,Z31122023,Schöntalstrasse,R3Z060,1595.0,Provisorisch,Werd,R00041,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,60
2023-12-31,Z31122023,Schöneggplatz,R3Z061,2059.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,61
2023-12-31,Z31122023,Bäckeranlage,R3Z062,1512.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,62
2023-12-31,Z31122023,Wengi,R3Z063,3216.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,63
2023-12-31,Z31122023,Bezirksgebäude,R3Z064,412.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,64
2023-12-31,Z31122023,Volkshaus,R3Z065,2106.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,65
2023-12-31,Z31122023,Kaserne,R3Z066,2677.0,Provisorisch,Langstrasse,R00042,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,66
2023-12-31,Z31122023,Schlachthof,R3Z067,2361.0,Provisorisch,Hard,R00044,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,67
2023-12-31,Z31122023,Hardau,R3Z068,3413.0,Provisorisch,Hard,R00044,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,68
2023-12-31,Z31122023,Bullingerhof,R3Z069,2958.0,Provisorisch,Hard,R00044,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,69
2023-12-31,Z31122023,Lochergut,R3Z070,1993.0,Provisorisch,Hard,R00044,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,70
2023-12-31,Z31122023,Güterbahnhof,R3Z071,2587.0,Provisorisch,Hard,R00044,Kreis 4 (ab 1915),R00700,2023-12-31,2023-12-31,2023,71
2023-12-31,Z31122023,Josefswiese,R3Z072,2614.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,72
2023-12-31,Z31122023,Quellenstrasse,R3Z073,3507.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,73
2023-12-31,Z31122023,Kornhaus,R3Z074,661.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,74
2023-12-31,Z31122023,Berufsschulen,R3Z075,264.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,75
2023-12-31,Z31122023,Ackerstrasse,R3Z076,1726.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,76
2023-12-31,Z31122023,Konradstrasse,R3Z077,917.0,Provisorisch,Gewerbeschule,R00051,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,77
2023-12-31,Z31122023,Hardturm,R3Z078,2183.0,Provisorisch,Escher Wyss,R00052,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,78
2023-12-31,Z31122023,Technopark,R3Z079,2573.0,Provisorisch,Escher Wyss,R00052,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,79
2023-12-31,Z31122023,Neue Hard,R3Z080,1279.0,Provisorisch,Escher Wyss,R00052,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,80
2023-12-31,Z31122023,KV-Business School,R3Z081,150.0,Provisorisch,Escher Wyss,R00052,Kreis 5 (ab 1915),R00800,2023-12-31,2023-12-31,2023,81
2023-12-31,Z31122023,Nordheim,R3Z082,1897.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,82
2023-12-31,Z31122023,Kiefernweg,R3Z083,1919.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,83
2023-12-31,Z31122023,Allenmoos,R3Z084,826.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,84
2023-12-31,Z31122023,Radio-Studio,R3Z085,1228.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,85
2023-12-31,Z31122023,Steinkluppe,R3Z086,2213.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,86
2023-12-31,Z31122023,Seminarstrasse,R3Z087,1703.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,87
2023-12-31,Z31122023,Guggach,R3Z088,2615.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,88
2023-12-31,Z31122023,Scheuchzerstrasse,R3Z089,3131.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,89
2023-12-31,Z31122023,Irchel,R3Z090,1912.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,90
2023-12-31,Z31122023,Weinbergstrasse,R3Z091,1629.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,91
2023-12-31,Z31122023,Krone,R3Z092,2607.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,92
2023-12-31,Z31122023,Drahtschmidli,R3Z093,1273.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,93
2023-12-31,Z31122023,Beckenhof,R3Z094,1848.0,Provisorisch,Unterstrass,R00061,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,94
2023-12-31,Z31122023,Strickhof,R3Z095,384.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,95
2023-12-31,Z31122023,Letzistrasse,R3Z096,1843.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,96
2023-12-31,Z31122023,Riedtli,R3Z097,1817.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,97
2023-12-31,Z31122023,Culmannstrasse,R3Z098,2539.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,98
2023-12-31,Z31122023,Bolleystrasse,R3Z099,1385.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,99
2023-12-31,Z31122023,Rigiviertel,R3Z100,2080.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,100
2023-12-31,Z31122023,Rigiblick,R3Z101,839.0,Provisorisch,Oberstrass,R00063,Kreis 6 (ab 1934),R01200,2023-12-31,2023-12-31,2023,101
2023-12-31,Z31122023,Susenberg,R3Z102,1996.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,102
2023-12-31,Z31122023,Keltenstrasse,R3Z103,1107.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,103
2023-12-31,Z31122023,Toblerstrasse,R3Z104,2507.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,104
2023-12-31,Z31122023,Hochstrasse,R3Z105,1352.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,105
2023-12-31,Z31122023,Platte,R3Z106,1512.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,106
2023-12-31,Z31122023,Zoo,R3Z107,309.0,Provisorisch,Fluntern,R00071,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,107
2023-12-31,Z31122023,Dolder,R3Z108,230.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,108
2023-12-31,Z31122023,Sonnenberg,R3Z109,911.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,109
2023-12-31,Z31122023,Doldertal,R3Z110,1154.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,110
2023-12-31,Z31122023,Kantonsschule,R3Z111,2718.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,111
2023-12-31,Z31122023,Merkurplatz,R3Z112,2535.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,112
2023-12-31,Z31122023,Carmenstrasse,R3Z113,1475.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,113
2023-12-31,Z31122023,Eidmattstrasse,R3Z114,2466.0,Provisorisch,Hottingen,R00072,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,114
2023-12-31,Z31122023,Degenried,R3Z115,1592.0,Provisorisch,Hirslanden,R00073,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,115
2023-12-31,Z31122023,Klus,R3Z116,2512.0,Provisorisch,Hirslanden,R00073,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,116
2023-12-31,Z31122023,Hegibach,R3Z117,3581.0,Provisorisch,Hirslanden,R00073,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,117
2023-12-31,Z31122023,Buchzelgstrasse,R3Z118,2729.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,118
2023-12-31,Z31122023,Carl Spitteler-Strasse,R3Z119,2090.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,119
2023-12-31,Z31122023,Eierbrecht,R3Z120,1885.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,120
2023-12-31,Z31122023,Loorenstrasse,R3Z121,817.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,121
2023-12-31,Z31122023,Glockenacker,R3Z122,1272.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,122
2023-12-31,Z31122023,Kienastenwies,R3Z123,1521.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,123
2023-12-31,Z31122023,Wiesliacher,R3Z124,1376.0,Provisorisch,Witikon,R00074,Kreis 7 (ab 1934),R01300,2023-12-31,2023-12-31,2023,124
2023-12-31,Z31122023,Seebad Utoquai,R3Z125,1287.0,Provisorisch,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,125
2023-12-31,Z31122023,Bellerive,R3Z126,2485.0,Provisorisch,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,126
2023-12-31,Z31122023,Tiefenbrunnen,R3Z127,2005.0,Provisorisch,Seefeld,R00081,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,127
2023-12-31,Z31122023,Kreuzstrasse,R3Z129,2341.0,Provisorisch,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,129
2023-12-31,Z31122023,Gemeinschaftszentrum,R3Z130,1108.0,Provisorisch,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,130
2023-12-31,Z31122023,Wildbachstrasse,R3Z131,2017.0,Provisorisch,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,131
2023-12-31,Z31122023,Mühle,R3Z132,1028.0,Provisorisch,Mühlebach,R00082,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,132
2023-12-31,Z31122023,Neumünster,R3Z133,548.0,Provisorisch,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,133
2023-12-31,Z31122023,Botanischer Garten,R3Z134,686.0,Provisorisch,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,134
2023-12-31,Z31122023,Burghölzli,R3Z135,2121.0,Provisorisch,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,135
2023-12-31,Z31122023,Rehalp,R3Z136,2234.0,Provisorisch,Weinegg,R00083,Kreis 8 (ab 1915),R01100,2023-12-31,2023-12-31,2023,136
2023-12-31,Z31122023,Brünneliacker,R3Z137,1169.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,137
2023-12-31,Z31122023,In den Rütenen,R3Z138,2023.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,138
2023-12-31,Z31122023,Bockhornstrasse,R3Z139,1349.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,139
2023-12-31,Z31122023,Zollfreilager,R3Z140,5349.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,140
2023-12-31,Z31122023,In der Ey,R3Z141,4036.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,141
2023-12-31,Z31122023,Mühlezelgstrasse,R3Z142,2429.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,142
2023-12-31,Z31122023,Letzigraben,R3Z143,1936.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,143
2023-12-31,Z31122023,Sackzelg,R3Z144,1097.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,144
2023-12-31,Z31122023,Espenhof,R3Z145,4138.0,Provisorisch,Albisrieden,R00091,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,145
2023-12-31,Z31122023,Dunkelhölzli,R3Z146,2783.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,146
2023-12-31,Z31122023,Loogarten,R3Z147,3002.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,147
2023-12-31,Z31122023,Eichbühl,R3Z148,2657.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,148
2023-12-31,Z31122023,Buchlern,R3Z149,2840.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,149
2023-12-31,Z31122023,Dachslern,R3Z150,2720.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,150
2023-12-31,Z31122023,Bachmatt,R3Z151,2837.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,151
2023-12-31,Z31122023,Werdhölzli,R3Z152,965.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,152
2023-12-31,Z31122023,Hardhof,R3Z153,877.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,153
2023-12-31,Z31122023,Altstetterplatz,R3Z154,3079.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,154
2023-12-31,Z31122023,Calanda,R3Z155,1743.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,155
2023-12-31,Z31122023,Zwyssig,R3Z156,1723.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,156
2023-12-31,Z31122023,Grimsel,R3Z157,2218.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,157
2023-12-31,Z31122023,Edelweiss,R3Z158,1815.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,158
2023-12-31,Z31122023,Letzigrund,R3Z159,3192.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,159
2023-12-31,Z31122023,Juchhof,R3Z160,1152.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,160
2023-12-31,Z31122023,Grünaustrasse,R3Z161,2712.0,Provisorisch,Altstetten,R00092,Kreis 9 (ab 1934),R01400,2023-12-31,2023-12-31,2023,161
2023-12-31,Z31122023,Riedhof,R3Z162,3730.0,Provisorisch,Höngg,R00101,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,162
2023-12-31,Z31122023,Hönggerberg,R3Z163,2802.0,Provisorisch,Höngg,R00101,Kreis 10 (ab 1934),R01500,2023-12-31,2023-12-31,2023,163
