ZEIT_LANG,ZEIT_CODE,RAUM_LANG,RAUM_CODE,BEW,Datenstatus,KREISEZH_LANG,KREISEZH_CODE,StichtagDatJahr,StichtagDatJahr_str,Jahr,RAUM_my_sort
2008-12-31,Z31122008,Werd,R00041,4015.0,Definitiv,Kreis 4 (ab 1915),R00700,2008-12-31,2008-12-31,2008,41
2008-12-31,Z31122008,Sihlfeld,R00034,20543.0,Definitiv,Kreis 3 (ab 1915),R00600,2008-12-31,2008-12-31,2008,34
2008-12-31,Z31122008,Weinegg,R00083,4961.0,Definitiv,Kreis 8 (ab 1915),R01100,2008-12-31,2008-12-31,2008,83
2008-12-31,Z31122008,Fluntern,R00071,7542.0,Definitiv,Kreis 7 (ab 1934),R01300,2008-12-31,2008-12-31,2008,71
2008-12-31,Z31122008,Hottingen,R00072,10548.0,Definitiv,Kreis 7 (ab 1934),R01300,2008-12-31,2008-12-31,2008,72
2008-12-31,Z31122008,Wollishofen,R00021,15794.0,Definitiv,Kreis 2 (ab 1893),R00200,2008-12-31,2008-12-31,2008,21
2008-12-31,Z31122008,Enge,R00024,8552.0,Definitiv,Kreis 2 (ab 1893),R00200,2008-12-31,2008-12-31,2008,24
2008-12-31,Z31122008,City,R00014,843.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2008-12-31,2008-12-31,2008,14
2007-12-31,Z31122007,Höngg,R00101,21075.0,Definitiv,Kreis 10 (ab 1934),R01500,2007-12-31,2007-12-31,2007,101
2007-12-31,Z31122007,Hirslanden,R00073,6977.0,Definitiv,Kreis 7 (ab 1934),R01300,2007-12-31,2007-12-31,2007,73
2007-12-31,Z31122007,Langstrasse,R00042,10310.0,Definitiv,Kreis 4 (ab 1915),R00700,2007-12-31,2007-12-31,2007,42
2007-12-31,Z31122007,Lindenhof,R00013,954.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2007-12-31,2007-12-31,2007,13
2007-12-31,Z31122007,Oberstrass,R00063,9960.0,Definitiv,Kreis 6 (ab 1934),R01200,2007-12-31,2007-12-31,2007,63
2007-12-31,Z31122007,Gewerbeschule,R00051,9706.0,Definitiv,Kreis 5 (ab 1915),R00800,2007-12-31,2007-12-31,2007,51
2007-12-31,Z31122007,Werd,R00041,3944.0,Definitiv,Kreis 4 (ab 1915),R00700,2007-12-31,2007-12-31,2007,41
2007-12-31,Z31122007,Weinegg,R00083,4944.0,Definitiv,Kreis 8 (ab 1915),R01100,2007-12-31,2007-12-31,2007,83
2007-12-31,Z31122007,Sihlfeld,R00034,20372.0,Definitiv,Kreis 3 (ab 1915),R00600,2007-12-31,2007-12-31,2007,34
2007-12-31,Z31122007,Unterstrass,R00061,20243.0,Definitiv,Kreis 6 (ab 1934),R01200,2007-12-31,2007-12-31,2007,61
2007-12-31,Z31122007,Rathaus,R00011,3079.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2007-12-31,2007-12-31,2007,11
2007-12-31,Z31122007,Affoltern,R00111,20948.0,Definitiv,Kreis 11 (ab 1970),R01800,2007-12-31,2007-12-31,2007,111
2007-12-31,Z31122007,Escher Wyss,R00052,3008.0,Definitiv,Kreis 5 (ab 1915),R00800,2007-12-31,2007-12-31,2007,52
2007-12-31,Z31122007,City,R00014,876.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2007-12-31,2007-12-31,2007,14
2007-12-31,Z31122007,Wollishofen,R00021,15744.0,Definitiv,Kreis 2 (ab 1893),R00200,2007-12-31,2007-12-31,2007,21
2007-12-31,Z31122007,Seefeld,R00081,4920.0,Definitiv,Kreis 8 (ab 1915),R01100,2007-12-31,2007-12-31,2007,81
2007-12-31,Z31122007,Schwamendingen-Mitte,R00122,10806.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2007-12-31,2007-12-31,2007,122
2007-12-31,Z31122007,Hard,R00044,12802.0,Definitiv,Kreis 4 (ab 1915),R00700,2007-12-31,2007-12-31,2007,44
2007-12-31,Z31122007,Leimbach,R00023,5204.0,Definitiv,Kreis 2 (ab 1893),R00200,2007-12-31,2007-12-31,2007,23
2007-12-31,Z31122007,Friesenberg,R00033,10296.0,Definitiv,Kreis 3 (ab 1915),R00600,2007-12-31,2007-12-31,2007,33
2007-12-31,Z31122007,Seebach,R00119,21390.0,Definitiv,Kreis 11 (ab 1970),R01800,2007-12-31,2007-12-31,2007,119
2007-12-31,Z31122007,Enge,R00024,8473.0,Definitiv,Kreis 2 (ab 1893),R00200,2007-12-31,2007-12-31,2007,24
2007-12-31,Z31122007,Altstetten,R00092,29348.0,Definitiv,Kreis 9 (ab 1934),R01400,2007-12-31,2007-12-31,2007,92
2007-12-31,Z31122007,Wipkingen,R00102,15399.0,Definitiv,Kreis 10 (ab 1934),R01500,2007-12-31,2007-12-31,2007,102
2007-12-31,Z31122007,Alt-Wiedikon,R00031,15440.0,Definitiv,Kreis 3 (ab 1915),R00600,2007-12-31,2007-12-31,2007,31
2007-12-31,Z31122007,Witikon,R00074,10127.0,Definitiv,Kreis 7 (ab 1934),R01300,2007-12-31,2007-12-31,2007,74
2007-12-31,Z31122007,Hochschulen,R00012,698.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2007-12-31,2007-12-31,2007,12
2007-12-31,Z31122007,Albisrieden,R00091,17527.0,Definitiv,Kreis 9 (ab 1934),R01400,2007-12-31,2007-12-31,2007,91
2007-12-31,Z31122007,Mühlebach,R00082,5567.0,Definitiv,Kreis 8 (ab 1915),R01100,2007-12-31,2007-12-31,2007,82
2007-12-31,Z31122007,Hottingen,R00072,10284.0,Definitiv,Kreis 7 (ab 1934),R01300,2007-12-31,2007-12-31,2007,72
2007-12-31,Z31122007,Oerlikon,R00115,20754.0,Definitiv,Kreis 11 (ab 1970),R01800,2007-12-31,2007-12-31,2007,115
2007-12-31,Z31122007,Hirzenbach,R00123,11343.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2007-12-31,2007-12-31,2007,123
2007-12-31,Z31122007,Saatlen,R00121,6842.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2007-12-31,2007-12-31,2007,121
2007-12-31,Z31122007,Fluntern,R00071,7455.0,Definitiv,Kreis 7 (ab 1934),R01300,2007-12-31,2007-12-31,2007,71
2006-12-31,Z31122006,Langstrasse,R00042,10332.0,Definitiv,Kreis 4 (ab 1915),R00700,2006-12-31,2006-12-31,2006,42
2006-12-31,Z31122006,Enge,R00024,8367.0,Definitiv,Kreis 2 (ab 1893),R00200,2006-12-31,2006-12-31,2006,24
2006-12-31,Z31122006,Affoltern,R00111,18793.0,Definitiv,Kreis 11 (ab 1970),R01800,2006-12-31,2006-12-31,2006,111
2006-12-31,Z31122006,Schwamendingen-Mitte,R00122,10637.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2006-12-31,2006-12-31,2006,122
2006-12-31,Z31122006,Altstetten,R00092,28868.0,Definitiv,Kreis 9 (ab 1934),R01400,2006-12-31,2006-12-31,2006,92
2006-12-31,Z31122006,Witikon,R00074,9958.0,Definitiv,Kreis 7 (ab 1934),R01300,2006-12-31,2006-12-31,2006,74
2006-12-31,Z31122006,Gewerbeschule,R00051,9735.0,Definitiv,Kreis 5 (ab 1915),R00800,2006-12-31,2006-12-31,2006,51
2006-12-31,Z31122006,Mühlebach,R00082,5549.0,Definitiv,Kreis 8 (ab 1915),R01100,2006-12-31,2006-12-31,2006,82
2006-12-31,Z31122006,City,R00014,845.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2006-12-31,2006-12-31,2006,14
2006-12-31,Z31122006,Hochschulen,R00012,711.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2006-12-31,2006-12-31,2006,12
2006-12-31,Z31122006,Seebach,R00119,20757.0,Definitiv,Kreis 11 (ab 1970),R01800,2006-12-31,2006-12-31,2006,119
2006-12-31,Z31122006,Oerlikon,R00115,20318.0,Definitiv,Kreis 11 (ab 1970),R01800,2006-12-31,2006-12-31,2006,115
2006-12-31,Z31122006,Escher Wyss,R00052,2987.0,Definitiv,Kreis 5 (ab 1915),R00800,2006-12-31,2006-12-31,2006,52
2006-12-31,Z31122006,Höngg,R00101,21017.0,Definitiv,Kreis 10 (ab 1934),R01500,2006-12-31,2006-12-31,2006,101
2006-12-31,Z31122006,Unterstrass,R00061,19959.0,Definitiv,Kreis 6 (ab 1934),R01200,2006-12-31,2006-12-31,2006,61
2006-12-31,Z31122006,Hottingen,R00072,10180.0,Definitiv,Kreis 7 (ab 1934),R01300,2006-12-31,2006-12-31,2006,72
2006-12-31,Z31122006,Hirslanden,R00073,6904.0,Definitiv,Kreis 7 (ab 1934),R01300,2006-12-31,2006-12-31,2006,73
2006-12-31,Z31122006,Hirzenbach,R00123,11205.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2006-12-31,2006-12-31,2006,123
2006-12-31,Z31122006,Weinegg,R00083,4816.0,Definitiv,Kreis 8 (ab 1915),R01100,2006-12-31,2006-12-31,2006,83
2006-12-31,Z31122006,Fluntern,R00071,7379.0,Definitiv,Kreis 7 (ab 1934),R01300,2006-12-31,2006-12-31,2006,71
2006-12-31,Z31122006,Rathaus,R00011,3097.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2006-12-31,2006-12-31,2006,11
2006-12-31,Z31122006,Saatlen,R00121,6695.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2006-12-31,2006-12-31,2006,121
2006-12-31,Z31122006,Oberstrass,R00063,9698.0,Definitiv,Kreis 6 (ab 1934),R01200,2006-12-31,2006-12-31,2006,63
2006-12-31,Z31122006,Albisrieden,R00091,17275.0,Definitiv,Kreis 9 (ab 1934),R01400,2006-12-31,2006-12-31,2006,91
2006-12-31,Z31122006,Seefeld,R00081,4842.0,Definitiv,Kreis 8 (ab 1915),R01100,2006-12-31,2006-12-31,2006,81
2006-12-31,Z31122006,Friesenberg,R00033,10342.0,Definitiv,Kreis 3 (ab 1915),R00600,2006-12-31,2006-12-31,2006,33
2006-12-31,Z31122006,Lindenhof,R00013,955.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2006-12-31,2006-12-31,2006,13
2006-12-31,Z31122006,Sihlfeld,R00034,20314.0,Definitiv,Kreis 3 (ab 1915),R00600,2006-12-31,2006-12-31,2006,34
2006-12-31,Z31122006,Wipkingen,R00102,15392.0,Definitiv,Kreis 10 (ab 1934),R01500,2006-12-31,2006-12-31,2006,102
2006-12-31,Z31122006,Leimbach,R00023,4944.0,Definitiv,Kreis 2 (ab 1893),R00200,2006-12-31,2006-12-31,2006,23
2006-12-31,Z31122006,Alt-Wiedikon,R00031,15231.0,Definitiv,Kreis 3 (ab 1915),R00600,2006-12-31,2006-12-31,2006,31
2006-12-31,Z31122006,Werd,R00041,3865.0,Definitiv,Kreis 4 (ab 1915),R00700,2006-12-31,2006-12-31,2006,41
2006-12-31,Z31122006,Hard,R00044,12508.0,Definitiv,Kreis 4 (ab 1915),R00700,2006-12-31,2006-12-31,2006,44
2006-12-31,Z31122006,Wollishofen,R00021,15587.0,Definitiv,Kreis 2 (ab 1893),R00200,2006-12-31,2006-12-31,2006,21
2005-12-31,Z31122005,Weinegg,R00083,4843.0,Definitiv,Kreis 8 (ab 1915),R01100,2005-12-31,2005-12-31,2005,83
2005-12-31,Z31122005,Altstetten,R00092,28278.0,Definitiv,Kreis 9 (ab 1934),R01400,2005-12-31,2005-12-31,2005,92
2005-12-31,Z31122005,Fluntern,R00071,7325.0,Definitiv,Kreis 7 (ab 1934),R01300,2005-12-31,2005-12-31,2005,71
2005-12-31,Z31122005,Enge,R00024,8375.0,Definitiv,Kreis 2 (ab 1893),R00200,2005-12-31,2005-12-31,2005,24
2005-12-31,Z31122005,Hirslanden,R00073,6859.0,Definitiv,Kreis 7 (ab 1934),R01300,2005-12-31,2005-12-31,2005,73
2005-12-31,Z31122005,Oberstrass,R00063,9494.0,Definitiv,Kreis 6 (ab 1934),R01200,2005-12-31,2005-12-31,2005,63
2005-12-31,Z31122005,Oerlikon,R00115,19663.0,Definitiv,Kreis 11 (ab 1970),R01800,2005-12-31,2005-12-31,2005,115
2005-12-31,Z31122005,Witikon,R00074,9864.0,Definitiv,Kreis 7 (ab 1934),R01300,2005-12-31,2005-12-31,2005,74
2005-12-31,Z31122005,Hottingen,R00072,10100.0,Definitiv,Kreis 7 (ab 1934),R01300,2005-12-31,2005-12-31,2005,72
2005-12-31,Z31122005,Seebach,R00119,19879.0,Definitiv,Kreis 11 (ab 1970),R01800,2005-12-31,2005-12-31,2005,119
2005-12-31,Z31122005,Albisrieden,R00091,17226.0,Definitiv,Kreis 9 (ab 1934),R01400,2005-12-31,2005-12-31,2005,91
2005-12-31,Z31122005,Wipkingen,R00102,15446.0,Definitiv,Kreis 10 (ab 1934),R01500,2005-12-31,2005-12-31,2005,102
2005-12-31,Z31122005,Lindenhof,R00013,950.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2005-12-31,2005-12-31,2005,13
2005-12-31,Z31122005,Werd,R00041,3878.0,Definitiv,Kreis 4 (ab 1915),R00700,2005-12-31,2005-12-31,2005,41
2005-12-31,Z31122005,Langstrasse,R00042,10368.0,Definitiv,Kreis 4 (ab 1915),R00700,2005-12-31,2005-12-31,2005,42
2005-12-31,Z31122005,City,R00014,846.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2005-12-31,2005-12-31,2005,14
2005-12-31,Z31122005,Hochschulen,R00012,695.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2005-12-31,2005-12-31,2005,12
2005-12-31,Z31122005,Affoltern,R00111,18733.0,Definitiv,Kreis 11 (ab 1970),R01800,2005-12-31,2005-12-31,2005,111
2005-12-31,Z31122005,Rathaus,R00011,3081.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2005-12-31,2005-12-31,2005,11
2005-12-31,Z31122005,Wollishofen,R00021,15592.0,Definitiv,Kreis 2 (ab 1893),R00200,2005-12-31,2005-12-31,2005,21
2005-12-31,Z31122005,Höngg,R00101,20773.0,Definitiv,Kreis 10 (ab 1934),R01500,2005-12-31,2005-12-31,2005,101
2005-12-31,Z31122005,Gewerbeschule,R00051,9690.0,Definitiv,Kreis 5 (ab 1915),R00800,2005-12-31,2005-12-31,2005,51
2005-12-31,Z31122005,Sihlfeld,R00034,20554.0,Definitiv,Kreis 3 (ab 1915),R00600,2005-12-31,2005-12-31,2005,34
2005-12-31,Z31122005,Hard,R00044,12715.0,Definitiv,Kreis 4 (ab 1915),R00700,2005-12-31,2005-12-31,2005,44
2005-12-31,Z31122005,Friesenberg,R00033,10360.0,Definitiv,Kreis 3 (ab 1915),R00600,2005-12-31,2005-12-31,2005,33
2005-12-31,Z31122005,Schwamendingen-Mitte,R00122,10322.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2005-12-31,2005-12-31,2005,122
2005-12-31,Z31122005,Unterstrass,R00061,19921.0,Definitiv,Kreis 6 (ab 1934),R01200,2005-12-31,2005-12-31,2005,61
2005-12-31,Z31122005,Seefeld,R00081,4923.0,Definitiv,Kreis 8 (ab 1915),R01100,2005-12-31,2005-12-31,2005,81
2005-12-31,Z31122005,Saatlen,R00121,6649.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2005-12-31,2005-12-31,2005,121
2005-12-31,Z31122005,Mühlebach,R00082,5577.0,Definitiv,Kreis 8 (ab 1915),R01100,2005-12-31,2005-12-31,2005,82
2005-12-31,Z31122005,Hirzenbach,R00123,11265.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2005-12-31,2005-12-31,2005,123
2005-12-31,Z31122005,Alt-Wiedikon,R00031,14971.0,Definitiv,Kreis 3 (ab 1915),R00600,2005-12-31,2005-12-31,2005,31
2005-12-31,Z31122005,Escher Wyss,R00052,2727.0,Definitiv,Kreis 5 (ab 1915),R00800,2005-12-31,2005-12-31,2005,52
2005-12-31,Z31122005,Leimbach,R00023,4867.0,Definitiv,Kreis 2 (ab 1893),R00200,2005-12-31,2005-12-31,2005,23
2004-12-31,Z31122004,City,R00014,843.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2004-12-31,2004-12-31,2004,14
2004-12-31,Z31122004,Gewerbeschule,R00051,9773.0,Definitiv,Kreis 5 (ab 1915),R00800,2004-12-31,2004-12-31,2004,51
2004-12-31,Z31122004,Weinegg,R00083,4771.0,Definitiv,Kreis 8 (ab 1915),R01100,2004-12-31,2004-12-31,2004,83
2004-12-31,Z31122004,Altstetten,R00092,28368.0,Definitiv,Kreis 9 (ab 1934),R01400,2004-12-31,2004-12-31,2004,92
2004-12-31,Z31122004,Seefeld,R00081,4993.0,Definitiv,Kreis 8 (ab 1915),R01100,2004-12-31,2004-12-31,2004,81
2004-12-31,Z31122004,Werd,R00041,3763.0,Definitiv,Kreis 4 (ab 1915),R00700,2004-12-31,2004-12-31,2004,41
2004-12-31,Z31122004,Albisrieden,R00091,17087.0,Definitiv,Kreis 9 (ab 1934),R01400,2004-12-31,2004-12-31,2004,91
2004-12-31,Z31122004,Lindenhof,R00013,947.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2004-12-31,2004-12-31,2004,13
2004-12-31,Z31122004,Alt-Wiedikon,R00031,14551.0,Definitiv,Kreis 3 (ab 1915),R00600,2004-12-31,2004-12-31,2004,31
2004-12-31,Z31122004,Hard,R00044,12804.0,Definitiv,Kreis 4 (ab 1915),R00700,2004-12-31,2004-12-31,2004,44
2004-12-31,Z31122004,Seebach,R00119,19501.0,Definitiv,Kreis 11 (ab 1970),R01800,2004-12-31,2004-12-31,2004,119
2004-12-31,Z31122004,Enge,R00024,8209.0,Definitiv,Kreis 2 (ab 1893),R00200,2004-12-31,2004-12-31,2004,24
2004-12-31,Z31122004,Hottingen,R00072,9926.0,Definitiv,Kreis 7 (ab 1934),R01300,2004-12-31,2004-12-31,2004,72
2004-12-31,Z31122004,Affoltern,R00111,18886.0,Definitiv,Kreis 11 (ab 1970),R01800,2004-12-31,2004-12-31,2004,111
2004-12-31,Z31122004,Hirslanden,R00073,6806.0,Definitiv,Kreis 7 (ab 1934),R01300,2004-12-31,2004-12-31,2004,73
2004-12-31,Z31122004,Unterstrass,R00061,19742.0,Definitiv,Kreis 6 (ab 1934),R01200,2004-12-31,2004-12-31,2004,61
2004-12-31,Z31122004,Wollishofen,R00021,15499.0,Definitiv,Kreis 2 (ab 1893),R00200,2004-12-31,2004-12-31,2004,21
2004-12-31,Z31122004,Hirzenbach,R00123,11336.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2004-12-31,2004-12-31,2004,123
2004-12-31,Z31122004,Witikon,R00074,9711.0,Definitiv,Kreis 7 (ab 1934),R01300,2004-12-31,2004-12-31,2004,74
2004-12-31,Z31122004,Langstrasse,R00042,10319.0,Definitiv,Kreis 4 (ab 1915),R00700,2004-12-31,2004-12-31,2004,42
2004-12-31,Z31122004,Höngg,R00101,20856.0,Definitiv,Kreis 10 (ab 1934),R01500,2004-12-31,2004-12-31,2004,101
2004-12-31,Z31122004,Schwamendingen-Mitte,R00122,10274.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2004-12-31,2004-12-31,2004,122
2004-12-31,Z31122004,Wipkingen,R00102,15428.0,Definitiv,Kreis 10 (ab 1934),R01500,2004-12-31,2004-12-31,2004,102
2004-12-31,Z31122004,Mühlebach,R00082,5546.0,Definitiv,Kreis 8 (ab 1915),R01100,2004-12-31,2004-12-31,2004,82
2004-12-31,Z31122004,Leimbach,R00023,4778.0,Definitiv,Kreis 2 (ab 1893),R00200,2004-12-31,2004-12-31,2004,23
2004-12-31,Z31122004,Escher Wyss,R00052,2624.0,Definitiv,Kreis 5 (ab 1915),R00800,2004-12-31,2004-12-31,2004,52
2004-12-31,Z31122004,Oberstrass,R00063,9546.0,Definitiv,Kreis 6 (ab 1934),R01200,2004-12-31,2004-12-31,2004,63
2004-12-31,Z31122004,Sihlfeld,R00034,20567.0,Definitiv,Kreis 3 (ab 1915),R00600,2004-12-31,2004-12-31,2004,34
2004-12-31,Z31122004,Rathaus,R00011,3115.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2004-12-31,2004-12-31,2004,11
2004-12-31,Z31122004,Oerlikon,R00115,19375.0,Definitiv,Kreis 11 (ab 1970),R01800,2004-12-31,2004-12-31,2004,115
2004-12-31,Z31122004,Saatlen,R00121,6697.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2004-12-31,2004-12-31,2004,121
2004-12-31,Z31122004,Friesenberg,R00033,10326.0,Definitiv,Kreis 3 (ab 1915),R00600,2004-12-31,2004-12-31,2004,33
2004-12-31,Z31122004,Fluntern,R00071,7285.0,Definitiv,Kreis 7 (ab 1934),R01300,2004-12-31,2004-12-31,2004,71
2004-12-31,Z31122004,Hochschulen,R00012,725.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2004-12-31,2004-12-31,2004,12
2003-12-31,Z31122003,Affoltern,R00111,18787.0,Definitiv,Kreis 11 (ab 1970),R01800,2003-12-31,2003-12-31,2003,111
2003-12-31,Z31122003,Werd,R00041,3788.0,Definitiv,Kreis 4 (ab 1915),R00700,2003-12-31,2003-12-31,2003,41
2003-12-31,Z31122003,Langstrasse,R00042,10304.0,Definitiv,Kreis 4 (ab 1915),R00700,2003-12-31,2003-12-31,2003,42
2003-12-31,Z31122003,Seebach,R00119,19438.0,Definitiv,Kreis 11 (ab 1970),R01800,2003-12-31,2003-12-31,2003,119
2003-12-31,Z31122003,Sihlfeld,R00034,20663.0,Definitiv,Kreis 3 (ab 1915),R00600,2003-12-31,2003-12-31,2003,34
2003-12-31,Z31122003,Hochschulen,R00012,723.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2003-12-31,2003-12-31,2003,12
2003-12-31,Z31122003,Albisrieden,R00091,17018.0,Definitiv,Kreis 9 (ab 1934),R01400,2003-12-31,2003-12-31,2003,91
2003-12-31,Z31122003,Hirslanden,R00073,6795.0,Definitiv,Kreis 7 (ab 1934),R01300,2003-12-31,2003-12-31,2003,73
2003-12-31,Z31122003,Unterstrass,R00061,19882.0,Definitiv,Kreis 6 (ab 1934),R01200,2003-12-31,2003-12-31,2003,61
2003-12-31,Z31122003,Friesenberg,R00033,10387.0,Definitiv,Kreis 3 (ab 1915),R00600,2003-12-31,2003-12-31,2003,33
2003-12-31,Z31122003,Saatlen,R00121,6583.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2003-12-31,2003-12-31,2003,121
2003-12-31,Z31122003,Seefeld,R00081,4996.0,Definitiv,Kreis 8 (ab 1915),R01100,2003-12-31,2003-12-31,2003,81
2003-12-31,Z31122003,Altstetten,R00092,28323.0,Definitiv,Kreis 9 (ab 1934),R01400,2003-12-31,2003-12-31,2003,92
2003-12-31,Z31122003,Leimbach,R00023,4830.0,Definitiv,Kreis 2 (ab 1893),R00200,2003-12-31,2003-12-31,2003,23
2003-12-31,Z31122003,Enge,R00024,8228.0,Definitiv,Kreis 2 (ab 1893),R00200,2003-12-31,2003-12-31,2003,24
2003-12-31,Z31122003,Mühlebach,R00082,5434.0,Definitiv,Kreis 8 (ab 1915),R01100,2003-12-31,2003-12-31,2003,82
2003-12-31,Z31122003,Oerlikon,R00115,19217.0,Definitiv,Kreis 11 (ab 1970),R01800,2003-12-31,2003-12-31,2003,115
2003-12-31,Z31122003,Oberstrass,R00063,9689.0,Definitiv,Kreis 6 (ab 1934),R01200,2003-12-31,2003-12-31,2003,63
2003-12-31,Z31122003,Hard,R00044,12817.0,Definitiv,Kreis 4 (ab 1915),R00700,2003-12-31,2003-12-31,2003,44
2003-12-31,Z31122003,Lindenhof,R00013,942.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2003-12-31,2003-12-31,2003,13
2003-12-31,Z31122003,Alt-Wiedikon,R00031,14459.0,Definitiv,Kreis 3 (ab 1915),R00600,2003-12-31,2003-12-31,2003,31
2003-12-31,Z31122003,City,R00014,886.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2003-12-31,2003-12-31,2003,14
2003-12-31,Z31122003,Hottingen,R00072,10017.0,Definitiv,Kreis 7 (ab 1934),R01300,2003-12-31,2003-12-31,2003,72
2003-12-31,Z31122003,Rathaus,R00011,3149.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2003-12-31,2003-12-31,2003,11
2003-12-31,Z31122003,Gewerbeschule,R00051,9781.0,Definitiv,Kreis 5 (ab 1915),R00800,2003-12-31,2003-12-31,2003,51
2003-12-31,Z31122003,Schwamendingen-Mitte,R00122,10389.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2003-12-31,2003-12-31,2003,122
2003-12-31,Z31122003,Hirzenbach,R00123,11432.0,Definitiv,altes Quartier Schwamendingen (1934-1969); Kreis 12 (ab 1970),R01700,2003-12-31,2003-12-31,2003,123
2003-12-31,Z31122003,Wipkingen,R00102,15476.0,Definitiv,Kreis 10 (ab 1934),R01500,2003-12-31,2003-12-31,2003,102
2003-12-31,Z31122003,Wollishofen,R00021,15468.0,Definitiv,Kreis 2 (ab 1893),R00200,2003-12-31,2003-12-31,2003,21
2003-12-31,Z31122003,Witikon,R00074,9503.0,Definitiv,Kreis 7 (ab 1934),R01300,2003-12-31,2003-12-31,2003,74
2003-12-31,Z31122003,Höngg,R00101,20810.0,Definitiv,Kreis 10 (ab 1934),R01500,2003-12-31,2003-12-31,2003,101
2003-12-31,Z31122003,Escher Wyss,R00052,2465.0,Definitiv,Kreis 5 (ab 1915),R00800,2003-12-31,2003-12-31,2003,52
2003-12-31,Z31122003,Weinegg,R00083,4747.0,Definitiv,Kreis 8 (ab 1915),R01100,2003-12-31,2003-12-31,2003,83
2003-12-31,Z31122003,Fluntern,R00071,7102.0,Definitiv,Kreis 7 (ab 1934),R01300,2003-12-31,2003-12-31,2003,71
2002-12-31,Z31122002,Mühlebach,R00082,5450.0,Definitiv,Kreis 8 (ab 1915),R01100,2002-12-31,2002-12-31,2002,82
2002-12-31,Z31122002,Hottingen,R00072,10021.0,Definitiv,Kreis 7 (ab 1934),R01300,2002-12-31,2002-12-31,2002,72
2002-12-31,Z31122002,Hirslanden,R00073,6781.0,Definitiv,Kreis 7 (ab 1934),R01300,2002-12-31,2002-12-31,2002,73
2002-12-31,Z31122002,Witikon,R00074,9571.0,Definitiv,Kreis 7 (ab 1934),R01300,2002-12-31,2002-12-31,2002,74
2002-12-31,Z31122002,Escher Wyss,R00052,2516.0,Definitiv,Kreis 5 (ab 1915),R00800,2002-12-31,2002-12-31,2002,52
2002-12-31,Z31122002,Langstrasse,R00042,10447.0,Definitiv,Kreis 4 (ab 1915),R00700,2002-12-31,2002-12-31,2002,42
2002-12-31,Z31122002,Albisrieden,R00091,16669.0,Definitiv,Kreis 9 (ab 1934),R01400,2002-12-31,2002-12-31,2002,91
2002-12-31,Z31122002,Alt-Wiedikon,R00031,14811.0,Definitiv,Kreis 3 (ab 1915),R00600,2002-12-31,2002-12-31,2002,31
2002-12-31,Z31122002,City,R00014,910.0,Definitiv,Kreis 1 (Stadtgebiet vor 1893),R10000,2002-12-31,2002-12-31,2002,14
